logon_frequency_daily,logoff_frequency_daily,failed_logon_ratio,after_hours_activity_ratio,weekend_activity_ratio,remote_logon_count,resource_access_count,file_copy_to_usb_bytes,email_sent_count,email_attachment_size,email_external_recipient_ratio,web_uncategorized_visits,web_download_bytes,privilege_escalation_attempts,unusual_machine_access_pattern,off_baseline_app_usage,sentiment_negative_score,concurrent_logon_count,geo_velocity_anomaly_score,Label,Attack_Type
1.0829,0.4466,0.0804,1.7736,0.3837,1.8544,0.4311,272.404,1.4542,0.9082,1.1771,0.9726,114253.1183,0.0578,1.3735,0.6871,0.8383,1.0,0.7725,0,Benign
1.5192,0.701,0.0659,1.3559,0.6814,0.7497,0.4151,2.1524,1.1199,1.3006,0.5064,1.045,43355.6545,0.1247,0.8187,0.7165,1.796,1.0,0.0826,0,Benign
0.7457,0.6934,2.1312,1.719,1.3574,6.9428,1.7189,0.266,2.1697,1.4534,0.6391,1.7804,156253.091,0.5497,1.2588,0.7886,1.0881,3.1193,9.2119,1,CompromisedAccount_StolenCreds
0.8512,1.4948,0.1079,1.0959,0.9528,1.5015,1.0888,105.538,1.3347,1.4164,0.8857,0.6704,574.0295,0.1515,1.9211,0.7303,1.8388,1.0,0.6643,0,Benign
1.8938,1.2191,0.142,1.6922,2.1642,1.1527,0.8828,4.4112,1.0887,0.4868,1.4488,1.1968,20214.2847,0.1388,1.2794,1.0856,1.3621,1.0,1.4533,0,Benign
0.4577,1.469,0.0004,0.9769,1.3829,1.3012,0.7498,10527.533,0.6555,0.848,1.2053,2.4833,95088.9233,0.167,1.9657,0.9465,0.6368,1.0,0.2224,0,Benign
1.2406,1.0467,0.1032,1.7123,1.3518,1.1575,0.3786,72.7526,1.5462,1.0199,1.2918,0.5566,1553.0817,0.13,1.8716,1.5579,0.6317,1.0,0.79,0,Benign
0.5768,0.906,0.1089,1.4633,0.9725,0.474,0.9655,47.8629,0.65,0.8514,1.0056,0.7037,520321.1491,0.137,0.8344,1.5121,0.9789,1.0,0.5223,0,Benign
1.0086,1.5725,0.0386,1.197,0.5249,0.9373,0.8052,2.3214,0.5531,2.3272,0.3023,2.2833,12649.0864,0.056,1.3244,1.106,1.5861,1.0,1.1279,0,Benign
1.5539,1.1597,0.1116,1.5562,0.8253,1.2843,0.9797,4.7635,0.51,0.5894,0.7973,0.3113,5547.6225,0.1105,1.1248,1.5866,0.9706,1.0,1.5291,0,Benign
1.2715,0.2809,0.0888,1.2659,1.3149,1.6191,0.9327,1434.7619,0.7239,1.387,1.1928,0.9734,12661.1583,0.037,1.214,0.2812,1.1602,1.0,1.4244,0,Benign
1.835,1.263,0.0329,0.8955,1.4042,0.5289,1.8705,94.73,0.96,1.431,0.4002,1.2291,43653.4855,0.1568,0.1227,1.3089,1.5026,1.0,0.3562,0,Benign
1.0091,1.433,0.2462,1.558,1.4433,0.6665,0.4484,35.1546,0.2453,0.7857,0.9454,1.2672,50825.0725,0.139,1.1475,1.379,0.4269,1.0,1.1491,0,Benign
1.2536,2.3057,0.072,1.9184,1.3339,0.5714,1.4439,103.8122,0.4857,1.6451,0.9483,0.916,259541.872,0.1867,0.8869,0.7008,0.9433,1.0,1.7931,0,Benign
1.2299,1.2706,0.1508,1.2718,1.002,1.318,1.5305,825.9505,1.2992,1.201,0.911,1.0696,46619.6101,0.1046,0.3004,2.3487,0.1433,1.0,1.1854,0,Benign
1.9783,0.1943,0.0264,0.8162,0.2348,2.1333,1.2172,262.062,0.88,1.1018,0.4235,1.4058,38691.7509,0.1569,1.8264,0.3627,0.6479,1.0,1.0007,0,Benign
2.4416,0.8369,0.9965,1.6185,0.7203,1.1932,1.0511,193.7663,1.4475,1.6775,0.3812,0.5891,4610.3283,2.1023,9.9537,10.1805,0.715,0.235,14.1945,1,ZeroDay_AccountTakeover
2.5079,1.1463,0.1157,1.1995,2.1435,0.8568,1.2685,60.2523,0.8264,0.9776,1.5186,0.9202,1266938.4895,0.0913,1.3119,1.2044,0.9613,1.0,0.0155,0,Benign
1.4638,1.1461,1.5273,0.2683,0.9487,1.2477,5.6745,15.5969,1.0508,0.2155,1.2843,0.4792,23141.8968,2.3497,1.0422,5.0876,0.3228,0.5816,0.8071,1,PrivilegeAbuse
1.5898,2.5708,2.6058,1.2263,0.5055,10.1203,0.89,133.5575,1.2975,1.5009,1.2145,1.2976,7699.0942,1.3087,1.3063,1.0615,0.6959,5.126,7.9497,1,CompromisedAccount_StolenCreds
0.3849,1.0529,0.023,1.2883,0.2614,1.198,1.2338,857.7473,0.6986,1.1142,1.169,1.208,45679.8769,0.0835,1.7364,1.1892,1.9197,1.0,0.0067,0,Benign
0.8167,0.9203,1.5755,0.7467,1.0777,0.5485,1.2106,10.5755,0.0909,0.5702,0.2807,0.2749,7354.0159,1.4305,9.9381,7.0426,0.6633,0.5492,16.7357,1,ZeroDay_AccountTakeover
0.7716,1.2026,0.1159,0.4931,0.5974,0.7992,1.0277,181.0468,1.8532,1.8092,0.6782,1.4228,37806.5325,0.0969,0.5328,0.9092,1.5049,1.0,1.1133,0,Benign
1.0941,1.5947,0.0897,0.84,0.1744,1.0054,1.6796,23.5219,0.675,0.5147,1.2883,1.9545,11971.8408,0.0471,0.3344,0.6916,1.2101,1.0,1.1365,0,Benign
0.8859,1.1102,0.1492,1.6235,1.674,1.1157,1.2457,247.4155,0.8902,1.0857,0.7833,0.8094,567053.2194,0.0687,1.2531,1.5843,0.6142,1.0,0.6373,0,Benign
1.8538,0.7718,0.1633,0.0665,1.076,2.2601,1.4645,6.1849,1.6008,0.7394,0.7523,0.8296,20614.0711,0.0508,1.1689,1.3213,1.0417,1.0,1.9451,0,Benign
0.585,0.1959,1.4134,0.7693,0.9682,1.1274,0.9339,660.1258,0.5663,1.453,0.8482,1.1858,149589.1873,0.9374,8.0238,9.9941,1.5491,0.673,12.625,1,ZeroDay_AccountTakeover
0.8743,0.6569,0.0657,1.3204,0.6245,1.4211,1.1969,3027.6066,1.3339,0.6212,0.6827,1.1043,3328752.0051,0.0494,0.0611,0.5193,1.0219,1.0,0.9979,0,Benign
1.513,0.7871,0.0335,0.5735,1.1039,1.8228,0.9261,321.9885,1.284,0.5746,1.6173,0.6666,44819.8356,0.0576,0.6174,0.8132,0.7468,1.0,1.3325,0,Benign
0.686,1.259,0.1259,0.1074,0.6628,0.2906,1.084,242.2787,1.5153,0.8896,1.6773,1.1307,2228.2534,0.1212,0.7025,0.8318,0.7805,1.0,1.2267,0,Benign
0.9242,0.8032,0.0897,0.6374,1.4283,1.6332,0.9239,213.0837,0.9848,1.9379,1.198,1.4172,133656.6057,0.0138,0.2402,1.6713,1.1244,1.0,1.2585,0,Benign
1.1087,1.1227,0.0859,0.2849,1.312,0.5325,1.1633,2312.3032,0.9813,1.4485,1.3864,1.0981,26044.7352,0.0629,1.0577,1.7496,1.2213,1.0,1.1099,0,Benign
0.6275,0.8441,0.089,1.4656,1.4231,0.3507,0.8276,76.7263,1.5611,0.6424,0.7151,1.8577,1351.4337,0.188,1.1556,0.8404,0.208,1.0,0.7575,0,Benign
0.9228,0.7004,1.3049,0.3059,0.7096,0.3358,0.9537,10.6346,0.5602,1.3014,0.1192,1.6083,10644.361,0.2144,12.4813,9.496,1.3887,0.9899,11.9152,1,ZeroDay_AccountTakeover
1.2145,1.5024,0.0108,0.8744,0.9376,0.042,1.1012,1305.9362,1.2284,0.4513,0.6733,1.0209,5977.1992,0.0886,0.6271,1.6394,0.4444,1.0,1.6859,0,Benign
0.6086,1.2039,0.2107,0.6663,1.1285,1.1615,0.8145,63.2426,0.5371,1.8332,0.9674,0.9927,24589.7857,0.1907,0.6113,0.0288,1.2154,1.0,0.7431,0,Benign
0.4783,0.8814,0.0632,1.2898,0.6279,0.2542,1.0765,19.4419,1.3111,1.5365,0.2921,0.5853,68061.258,0.0624,0.879,1.3728,0.9655,1.0,0.9132,0,Benign
1.266,0.0587,0.0619,0.8501,1.3288,1.3675,0.6331,15340.5675,1.0246,0.7401,1.0215,0.9364,30201.8139,0.1848,0.8899,1.1449,0.3337,1.0,1.6775,0,Benign
0.3684,1.6125,0.0303,0.9939,1.0286,0.564,1.3833,146.3561,0.6721,1.4105,0.4404,0.3604,11991.9832,0.1791,0.6844,1.4678,1.2462,1.0,0.5738,0,Benign
1.249,0.3405,0.8614,0.9135,0.7256,0.0739,11.9984,671.3674,1.3265,0.9965,0.7716,0.6054,171319.1248,3.0585,0.3618,6.4821,0.6828,1.4106,1.4037,1,PrivilegeAbuse
0.979,0.2335,0.0528,0.707,0.3037,1.6202,0.9396,120.502,0.4344,0.9086,0.3621,0.1548,6923.8205,0.0773,1.073,0.5863,1.1977,1.0,0.9821,0,Benign
1.3326,1.3451,0.1851,0.6905,1.1113,0.9019,1.6272,129.3967,1.6725,0.6751,1.0366,1.1333,2756.5347,0.0498,0.7204,0.8198,1.4479,1.0,0.787,0,Benign
0.451,1.0945,1.0861,1.6414,0.907,1.6216,1.1395,604.2054,0.9039,61.8454,2.0113,0.8108,11414.4159,0.257,0.8671,1.6016,1.6237,0.8128,1.6519,1,InsiderThreat_IPTheft
0.3154,1.5566,0.1044,0.8801,0.0084,0.1836,1.8294,485.4373,0.4054,0.7331,1.3854,0.4274,6440.6653,0.0915,0.8245,0.2074,0.1016,1.0,0.5048,0,Benign
1.797,1.2932,1.6501,1.2492,0.9477,0.601,1.3819,60176.0875,1.1501,25.1363,1.1558,1.2556,2254.0,0.7179,1.8384,1.6249,1.1019,1.6226,1.4426,1,InsiderThreat_IPTheft
0.9851,1.3118,1.0574,0.9199,0.9886,0.7826,1.3109,420.0941,1.6028,1.2787,0.393,1.1363,106439.3118,1.9013,7.7823,6.0818,1.2707,0.3007,11.7892,1,ZeroDay_AccountTakeover
1.2137,1.4735,0.1062,1.2512,1.0177,0.8259,0.516,659.6261,1.4126,0.832,1.243,1.1228,505.5623,0.1301,1.605,0.9212,0.3966,1.0,1.5388,0,Benign
0.2385,2.3534,0.0539,0.8034,0.5278,1.4009,0.7684,82.2951,0.5154,1.7194,0.7602,1.1374,779981.9098,0.141,1.6609,1.0711,1.6025,1.0,1.0959,0,Benign
0.7827,0.2104,0.09,0.6491,1.4453,0.8485,1.3101,812.0511,1.7003,1.128,0.7763,1.124,8389.3789,0.117,0.2083,0.838,2.0142,1.0,1.6078,0,Benign
0.8148,1.5239,0.0041,0.6747,0.3038,1.2441,1.3117,1490.6434,0.8057,0.2956,0.8093,0.0327,624.6409,0.0734,1.378,0.6858,1.3901,1.0,1.1481,0,Benign
1.6827,1.3727,0.1483,1.6598,0.8126,0.8712,2.0349,261.6415,1.2975,0.5672,0.6555,1.3914,12237.8996,0.0631,1.6226,1.5758,0.6253,1.0,0.9834,0,Benign
0.7577,1.1747,0.0635,0.725,0.9461,1.076,1.3553,9283.4663,0.6139,0.9622,1.0368,1.4703,38302.0249,0.0878,1.8368,0.6906,1.3155,1.0,0.7307,0,Benign
1.4083,1.8786,2.4126,1.6582,0.8961,0.6495,0.2682,8286.3923,0.6282,24.3859,1.2579,0.0262,93011.6134,1.2955,0.6609,1.2354,0.5362,2.4255,1.3498,1,InsiderThreat_IPTheft
0.9536,1.0339,0.1636,0.8161,0.9384,0.9625,0.9113,4.6609,0.672,1.1292,1.1683,1.7028,188030.9023,0.1279,0.8639,0.7627,0.4925,1.0,1.1549,0,Benign
1.3205,0.4359,0.137,0.546,0.4479,1.2696,1.0088,1069.6541,2.0911,0.0535,2.2089,0.8906,244.8059,0.1547,1.1588,1.3862,0.1407,1.0,0.6539,0,Benign
0.0112,0.4042,0.814,0.8504,0.9809,1.1454,0.8182,156.9484,0.7763,1.0626,0.6181,0.7019,9214.4881,1.1832,4.7495,5.2582,4.3929,1.3457,0.805,1,InsiderThreat_Sabotage
0.1775,1.5845,0.1191,1.0862,1.3721,0.7613,1.069,205.8698,1.7526,0.7747,0.9894,0.2544,3000935.8469,0.0479,1.7159,1.7806,1.1304,1.0,1.2977,0,Benign
1.1542,0.6886,0.6317,1.7587,1.1177,0.8149,2.2328,9666.3745,0.7323,0.5336,1.0494,0.9163,604238.3228,1.42,7.2692,8.4144,0.0556,1.0907,12.7725,1,ZeroDay_AccountTakeover
1.6061,0.6057,0.114,0.519,1.4685,0.9582,2.3972,217.5615,0.4221,0.9966,1.3251,0.9959,131593.1491,0.0462,1.7664,1.0939,0.4005,1.0,1.438,0,Benign
1.1363,1.2212,0.1371,0.8319,1.985,0.014,1.3553,10.907,1.448,1.1948,0.0237,0.3301,4374.2696,0.1221,1.3562,1.1194,0.9239,1.0,0.3542,0,Benign
0.9335,0.7724,0.142,0.5064,1.4009,1.308,0.547,10.7166,0.4242,0.4865,0.7674,0.9863,23881.6406,0.1142,1.3311,1.7302,1.3427,1.0,1.6303,0,Benign
0.8228,1.618,0.0847,1.7996,1.4929,1.0802,0.5565,685.9303,1.1234,0.7014,1.4316,1.2469,1010.9906,0.0809,0.3653,0.9454,0.9906,1.0,1.0197,0,Benign
0.6414,1.0012,0.1199,0.9521,0.1705,1.2303,0.7264,55.3817,0.7575,0.6688,0.3581,1.4266,2631.8952,0.0476,1.2732,1.0107,0.7945,1.0,1.2106,0,Benign
0.9376,0.7918,0.8282,2.0234,0.9583,7.435,1.5261,107.5583,0.8775,0.4307,0.4604,0.1715,7499.7391,0.8775,0.9012,1.0368,0.9378,3.4026,7.3442,1,CompromisedAccount_StolenCreds
1.2766,0.0502,0.165,0.7773,1.2632,0.225,1.146,2990.9894,0.0865,0.4861,0.1792,0.0424,3138.8161,0.0289,1.395,1.1567,1.0484,1.0,1.2166,0,Benign
1.5877,0.5404,0.0916,1.4598,1.556,0.7247,0.0014,88.438,0.7484,1.0256,0.8719,1.7674,667379.3373,0.0608,0.8735,1.0447,0.8148,1.0,1.0365,0,Benign
0.2627,0.6338,1.0381,1.232,1.0537,24.4999,0.1678,1142.7036,1.1105,0.8735,1.0397,1.5878,229375.8804,1.5484,0.6288,1.0532,0.6787,5.3446,10.4684,1,CompromisedAccount_StolenCreds
1.3268,0.8636,0.167,1.1396,1.5461,0.7963,1.2436,308.9968,1.1317,1.2956,1.2635,0.8448,4259.2095,0.1085,1.9789,1.2668,0.6936,1.0,0.8175,0,Benign
0.7933,0.062,0.1776,1.3004,2.2046,1.1215,1.2539,147.5233,0.7964,0.9859,0.5586,0.6636,78032.1957,0.0147,1.1061,0.2161,1.0932,1.0,1.8389,0,Benign
0.3158,1.9083,0.0443,0.7984,1.4099,0.7809,1.3819,21217.851,1.2408,0.8892,1.3169,2.3265,671255.6853,0.0333,1.0007,0.4799,1.6134,1.0,0.7451,0,Benign
0.6012,1.524,0.0678,0.7816,1.0987,0.642,0.0415,184.1298,0.5535,0.8999,1.6693,0.4804,23444.4598,0.064,0.6795,1.105,1.5558,1.0,0.679,0,Benign
0.7231,0.391,0.8523,0.7706,1.1324,1.1613,0.9728,67.0461,0.6817,0.4226,0.7308,1.271,24783.0944,1.5878,6.7109,3.591,4.6443,0.7943,0.4494,1,InsiderThreat_Sabotage
0.8543,1.2487,1.004,2.2134,0.5412,9.94,0.3102,149.4966,1.0942,1.2012,0.9149,0.4779,41944.0162,1.3612,1.2009,1.2769,1.385,5.0924,8.8292,1,CompromisedAccount_StolenCreds
1.3566,0.9012,0.8414,1.6475,0.7008,0.4816,0.7479,6.8618,0.9625,1.0242,0.073,1.202,1602836.438,0.2113,4.4822,5.2392,6.4271,1.3367,0.6402,1,InsiderThreat_Sabotage
1.0632,1.4584,0.0333,0.1902,1.419,0.8668,1.4697,63.3381,1.6857,0.5774,1.2214,1.1515,490308.9597,0.0368,0.3611,1.8565,1.2062,1.0,0.4745,0,Benign
1.273,0.4,0.1331,1.8758,1.6055,1.746,0.7788,767.2193,0.3188,1.3204,1.4437,0.9109,20867.8204,0.0793,0.9451,0.4118,2.0656,1.0,1.3051,0,Benign
0.6589,0.7201,0.0746,0.5983,1.4747,1.7501,0.3898,128.8327,0.4391,0.8533,0.4644,0.7703,6017.9339,0.22,1.362,0.4682,0.5658,1.0,0.6299,0,Benign
1.0691,1.2409,0.0749,0.3681,1.3216,2.0473,0.6772,58.3252,0.1402,0.0526,1.6166,1.2899,370458.674,0.0647,0.1415,2.2259,1.7123,1.0,1.4206,0,Benign
0.6991,0.1657,0.1799,1.6835,0.8437,1.5466,1.4837,57.6123,1.1334,0.4499,0.4518,0.9937,289474.0906,0.0718,1.8313,0.9935,0.7308,1.0,1.0559,0,Benign
1.0275,1.7221,0.9428,0.6318,0.8216,1.2913,0.8635,419.8445,0.6834,0.773,0.502,1.1712,644538.9173,1.0014,9.5212,2.874,3.8901,1.2656,0.9901,1,InsiderThreat_Sabotage
0.1548,0.9501,0.1365,0.3687,0.8062,1.5538,0.5807,51.8621,1.1888,0.3587,0.9433,1.4502,1822.0006,0.0837,1.171,1.52,0.7772,1.0,1.8071,0,Benign
0.3491,2.0447,0.1712,1.0318,0.3405,0.2898,0.79,38.8577,1.2313,2.1419,2.2239,1.2959,1866.1508,0.0266,2.0161,1.1238,1.4489,1.0,0.8374,0,Benign
0.2439,0.6618,1.2607,1.0538,0.7378,0.8837,0.7361,121.9276,1.3577,1.2554,0.1977,0.9458,37113.1192,4.4361,1.5003,5.5582,1.3103,0.2273,1.5133,1,PrivilegeAbuse
1.624,0.8956,0.137,1.2551,2.2056,2.3496,0.1843,85.4454,1.9172,0.4239,1.0375,0.5971,105043.4132,0.0938,2.1238,0.813,1.0504,1.0,0.4725,0,Benign
1.1105,1.6494,0.1628,0.2958,1.5172,0.7489,0.8878,136.1612,0.6767,1.2188,1.2192,0.8014,7014.675,0.1069,1.5962,1.7267,0.8783,1.0,1.0089,0,Benign
1.1938,1.6175,0.1495,1.4543,0.5645,0.4281,0.587,90.7349,1.6638,1.6681,1.0202,1.3858,12372.0591,0.1459,1.6007,1.1437,1.9376,1.0,0.2259,0,Benign
0.9618,0.826,0.0312,1.2298,1.0471,1.0569,1.6267,853.1183,0.8573,2.2348,1.2308,1.6969,110884.1899,0.2522,1.262,1.2284,0.79,1.0,1.4051,0,Benign
1.2764,1.2171,0.1316,1.6566,1.8792,1.3614,1.0918,7975.7232,0.8368,0.6101,1.6297,1.0786,12771.2138,0.0613,0.0493,1.4305,0.4586,1.0,0.6836,0,Benign
0.6963,1.7638,0.0865,0.696,1.8846,0.5605,0.9525,302.2803,0.0575,1.0111,0.9418,0.6366,141050.823,0.1862,1.8389,0.4952,1.1808,1.0,0.4958,0,Benign
0.3853,1.0486,0.0567,1.2856,0.6416,1.353,0.5912,11.4298,0.6158,0.7218,0.6139,1.2437,26967.8442,0.1212,0.5048,0.9865,1.1533,1.0,2.1307,0,Benign
1.755,1.2419,0.1242,1.186,0.8448,0.8525,1.3315,139.1844,1.2959,1.0,0.0557,1.3309,41541.5734,0.1146,1.2239,1.0769,1.3133,1.0,0.655,0,Benign
1.3947,0.6203,0.0981,1.2668,1.0149,0.8293,1.5881,177.6449,0.6035,1.8659,1.3153,0.8624,105515.0915,0.1138,0.5718,0.0037,1.0575,1.0,1.1865,0,Benign
0.8702,1.1253,0.0953,0.7399,1.288,1.8447,0.1754,40.4593,0.8206,1.0222,1.0784,0.1285,4024.7998,0.0419,0.7679,1.4064,0.6749,1.0,0.8155,0,Benign
1.291,0.3161,0.1209,1.2838,0.004,0.9767,1.4851,360.2959,1.026,0.9656,0.8844,0.4567,16824.0808,0.1028,0.9251,0.7562,1.3325,1.0,1.1288,0,Benign
1.0625,0.9948,0.1366,1.4752,1.2942,0.2199,1.0305,3568.9876,0.5876,0.752,1.1372,0.8131,10927.7719,0.0636,0.6224,1.1949,0.3181,1.0,0.2013,0,Benign
0.8901,1.2184,0.073,1.1192,2.0389,0.6561,1.2903,442.0206,0.1775,1.4819,1.1132,0.9733,19447.8681,0.0231,1.4416,1.1771,1.3094,1.0,0.7885,0,Benign
0.2694,0.4548,0.0668,1.3318,0.7704,0.7688,0.9683,174.7836,1.1943,1.3556,0.7148,0.8457,20959.2875,0.1273,1.1056,1.2755,1.438,1.0,1.7961,0,Benign
1.1202,0.8956,0.5676,1.6176,0.7632,1.3429,0.9976,1980.1376,0.8472,27.0063,2.3739,0.7295,2412.9179,0.3203,1.0803,0.6728,1.0992,1.0806,0.5057,1,InsiderThreat_IPTheft
1.6991,0.4974,0.078,0.8371,1.2283,0.7332,1.1759,305.5515,0.353,1.1744,2.0228,1.1897,109331.3818,0.1459,1.4238,1.0373,1.4538,1.0,0.9348,0,Benign
0.9022,1.526,1.4435,1.7906,0.9427,1.2411,0.5995,1117.5156,1.356,1.6831,0.72,1.922,2838.375,1.5128,9.9355,6.9983,0.9038,0.3919,9.1874,1,ZeroDay_AccountTakeover
0.5117,1.0659,0.0351,1.4644,0.895,0.1142,2.2635,213.0753,0.8202,0.9649,0.7466,0.1735,42242.2593,0.0936,0.8284,0.8073,1.3106,1.0,1.0824,0,Benign
0.8536,0.5519,0.065,0.4144,1.1716,1.3227,0.2333,134.478,1.5226,0.6016,1.9977,1.2004,24970.4762,0.1779,1.1393,1.1095,1.061,1.0,1.0413,0,Benign
1.5373,0.2962,0.025,0.358,1.0015,1.4599,0.2912,133.5429,1.5584,0.8727,0.4923,2.2197,227822.902,0.1066,1.0249,0.1273,1.0378,1.0,1.8346,0,Benign
1.4629,0.8213,0.1235,0.2401,1.7666,1.2107,1.4565,677.7131,0.4699,1.2873,1.4691,1.2361,295983.1601,0.113,0.2823,1.2223,0.2208,1.0,0.2673,0,Benign
1.2737,1.036,0.0582,1.0119,0.7629,1.201,1.1318,99.3438,0.785,1.4487,1.5633,1.7196,21794.0612,0.0493,0.9234,0.1515,0.7735,1.0,1.3689,0,Benign
1.2431,0.5131,0.0804,0.5175,1.0952,0.6415,1.1552,665.7426,0.5569,1.2336,0.3893,1.3373,19255.2344,0.0792,1.6078,0.9821,2.1334,1.0,1.5222,0,Benign
0.9639,0.1852,0.0647,1.0111,0.57,0.2473,0.9177,195.1247,0.4948,0.999,1.9332,1.4383,81730.7225,0.048,1.6539,1.4575,1.4746,1.0,0.8305,0,Benign
0.8232,0.9312,0.1603,1.4016,0.807,1.6551,1.3202,2261.1874,1.6435,0.3775,0.6729,0.8004,80390.2686,0.12,0.6065,0.6856,0.5968,1.0,1.1749,0,Benign
0.9227,0.0488,0.0746,0.5379,0.2945,0.0871,0.5611,1406.5795,1.402,0.6687,0.1492,1.2061,861.4356,0.2101,0.9891,1.139,1.8099,1.0,0.0062,0,Benign
0.8672,2.19,0.0886,0.5677,1.101,0.8864,0.3637,3.6684,1.2402,0.6323,0.256,2.0729,72774.8579,0.1506,0.3486,1.3052,0.8307,1.0,1.0554,0,Benign
0.4687,0.4617,0.0535,1.2367,1.1912,1.1707,1.6206,40.4766,0.6607,1.5901,1.2801,2.1969,1480.3473,0.0668,1.1064,0.5046,1.2844,1.0,1.7919,0,Benign
1.2331,1.2139,0.0681,1.4147,0.7968,1.3632,0.5642,124534.6408,1.5124,1.0202,1.6295,1.8141,471.8081,0.0927,0.0666,0.4753,1.0344,1.0,1.2126,0,Benign
0.3887,0.8224,0.08,0.9456,0.3786,0.1019,1.6202,700.961,0.849,0.895,1.2305,0.1126,23628.741,0.0993,0.3962,1.2035,0.606,1.0,1.3485,0,Benign
0.5169,0.8251,0.081,1.4745,0.9376,1.1486,0.9805,127.5416,1.4292,1.5721,0.2769,0.3558,16299.4899,0.0109,0.7732,0.4894,0.556,1.0,0.5908,0,Benign
2.1313,0.5875,0.1514,0.9502,0.5818,0.3882,1.5524,54.1619,1.1727,1.4742,1.1922,0.4107,7705.7892,0.0633,1.2763,1.495,0.6932,1.0,0.8736,0,Benign
0.9937,1.7885,0.1299,0.3567,0.543,0.6821,1.9754,142.5889,1.864,0.6253,1.2691,1.2709,75210.6373,0.1571,0.0114,0.9086,1.6597,1.0,2.2396,0,Benign
1.4722,1.1017,1.2474,0.354,0.2845,0.5571,1.1347,107.2949,0.7327,1.051,1.693,1.2309,27683.6914,1.0651,11.3274,7.6348,1.8618,0.4887,12.8045,1,ZeroDay_AccountTakeover
1.0194,1.4103,0.2155,1.5015,0.8078,0.2215,1.6007,109.3037,1.0041,1.0194,1.2217,1.2297,43486.6519,0.1379,0.8579,0.8496,0.2341,1.0,0.4646,0,Benign
1.1214,0.534,0.0464,1.7455,0.3111,0.4231,1.2956,1262.3315,0.0176,1.1951,1.7017,1.2927,5517.6011,0.1067,1.6877,1.7383,0.7808,1.0,0.6394,0,Benign
1.4583,1.2002,0.1371,0.9179,2.0534,0.0512,1.8263,110.9508,1.2837,1.5669,1.6782,1.2486,143190.4338,0.0862,1.5248,1.3406,0.4423,1.0,0.1834,0,Benign
0.9184,0.7355,2.3349,0.8514,1.0741,9.5798,1.1509,1212.4331,1.6363,1.4503,1.2198,1.0026,10031.8453,0.5799,0.9404,1.3202,1.3204,5.4067,6.9589,1,CompromisedAccount_StolenCreds
1.0883,1.3211,0.1208,0.9684,1.4243,1.3724,0.0066,265.0235,0.1163,0.5309,0.5265,0.7723,1382760.4565,0.1753,1.0402,1.2449,0.7764,1.0,1.4023,0,Benign
1.0408,1.2602,0.0452,0.3318,1.8045,0.4534,1.0505,166.5847,1.0464,0.8946,1.53,2.2943,4253.0456,0.1456,0.9466,1.3227,0.0486,1.0,0.8943,0,Benign
0.5437,1.1248,0.1507,1.2952,0.3514,1.6605,1.1943,16.8051,0.3887,1.646,0.2993,1.1653,4776880.0923,0.0544,0.7126,1.3663,1.6333,1.0,1.6922,0,Benign
0.1384,0.5073,0.0612,0.4246,1.6038,2.0589,0.509,117.4707,0.3982,1.4566,0.9391,0.8667,595.0305,0.1346,0.5726,1.4637,0.9094,1.0,1.0336,0,Benign
1.1607,0.0926,0.1364,0.5111,1.2515,1.2744,1.3754,1467.9607,1.4423,0.6162,0.6218,1.3241,3783.1406,0.0916,0.6645,0.8669,0.675,1.0,0.2907,0,Benign
1.1571,0.5703,0.1991,0.8966,0.9277,0.871,0.7621,580.8174,0.3516,2.1214,1.5387,1.3548,14368.3548,0.1753,1.2901,0.6567,0.6833,1.0,1.5511,0,Benign
0.563,0.3131,0.0551,0.824,0.3894,0.663,1.0197,932.6076,1.3742,0.8631,0.8439,1.7954,43281.3734,0.1219,0.4352,1.4765,0.417,1.0,1.4028,0,Benign
0.5074,1.1392,0.8762,0.9677,0.2138,1.0717,1.0304,164070.5029,1.3893,65.3736,1.6208,1.4063,19544.2172,1.6536,1.2093,0.8919,0.2061,0.7848,0.2688,1,InsiderThreat_IPTheft
1.674,0.9976,0.1475,1.174,2.5993,0.3666,1.7173,947.5816,0.4422,1.2388,0.6059,1.1536,78627.1081,0.1564,1.7374,0.9585,0.171,1.0,0.9552,0,Benign
0.9443,0.6736,0.0965,1.4045,0.6663,0.691,1.3708,228.2308,0.7432,0.7117,0.3467,0.1066,7385.1779,0.0733,1.1204,1.4115,0.6372,1.0,0.712,0,Benign
1.2741,0.2868,0.1405,0.6352,0.6205,0.9089,0.6519,49.2069,0.4484,0.6963,1.1129,0.6941,67160.5539,0.0878,0.3097,1.0473,0.9956,1.0,1.8106,0,Benign
1.2979,1.1895,1.7226,1.6373,1.5567,1.3176,0.9159,43535.2174,1.1278,17.3256,1.5264,1.345,115079.5134,0.2808,1.2117,1.1704,1.4232,1.4763,1.2969,1,InsiderThreat_IPTheft
1.0837,0.8962,1.4353,0.3196,0.1857,1.3329,1.0645,446.794,0.0349,1.3002,1.5743,1.7734,15072.3725,0.5608,8.7671,9.9764,0.1648,0.9693,10.4786,1,ZeroDay_AccountTakeover
1.4741,1.8034,0.1562,0.6249,1.4637,0.2135,0.5097,101.4343,0.5586,1.6642,0.7014,0.6836,2713.3718,0.0474,1.0669,0.5407,0.9338,1.0,1.5561,0,Benign
